label,category,utterance2,utterance1
1,read_book_0,"{'user': 'Alien', 'text': 'Where are the books?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'Ok, lets head over and check them out. ', 'intent': 'Ask_get_started'}"
1,read_book_0,"{'user': 'Human', 'text': 'The other book is up there too. Do you want to take that one as well?', 'intent': 'Ask_know_object'}","{'user': 'Alien', 'text': 'Alright.', 'intent': 'Inform_understanding'}"
1,read_book_0,"{'user': 'Human', 'text': ""There's a chair over by me if you want to take a seat to read them."", 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Yes, I will get the other book as well.', 'intent': 'Yes-no_positive'}"
1,read_book_0,"{'user': 'Human', 'text': 'How about you take a seat?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Ok, thank you.', 'intent': 'Inform_understanding'}"
1,read_book_0,"{'user': 'Alien', 'text': 'This book is interesting. Did the same author also write the other book?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'WOW! This chair is SO comfortable. Cant wait to read the books you recommended. ', 'intent': 'Casual_observation'}"
1,read_book_0,"{'user': 'Human', 'text': ""What'd you think of the books?"", 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'I believe so. Glad your enjoying them.', 'intent': 'Yes-no_positive'}"
1,read_book_0,"{'user': 'Alien', 'text': 'Now that I am finished with these books what should I do with them?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'They are great books. Thank you for recommending them.', 'intent': 'Casual_response'}"
1,read_book_0,"{'user': 'Alien', 'text': 'Where on the table should I put these books down.', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'Ok, Michael.', 'intent': 'Inform_understanding'}"
1,read_book_0,"{'user': 'Human', 'text': 'You still have the other book. You know you can put that one down too right?', 'intent': 'Ask_sure_about_object'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,read_book_0,"{'user': 'Human', 'text': ""Let's head back to the kitchen to get some sutff done."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Ok, I'll put the other book down."", 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Ok, to get started open the oven using the hamdle on the door.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yup, this is the oven here.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'The bread we need is on the counter next to me.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'No problem.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Is this the right counter?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'No, the bread is on the counter behind me; In the toaster.', 'intent': 'Yes-no_negative'}"
1,using_oven_3,"{'user': 'Human', 'text': 'The bread is in front of you in the toaster on the counter.', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Yup, the bread is in front of you.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Ok, Bring the bread back to the oven you opened.', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Yes, bring it here.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'To start baking the bread, place the bread inside the oven.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'No problem.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Now that the breads in the oven we need to close it.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yeah, just like that.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Now that the bread is done we need to open the oven again.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'No problem', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Get the bread out from the oven where you put it in.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Yes, I have to open the oven using the handle on the door.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Now that the bread is done we can close the oven again.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yeah, sorry I should have warned you. Be careful.', 'intent': 'Casual_response'}"
1,using_oven_3,"{'user': 'Human', 'text': 'We can set the bread down on the plates now.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Alright, no problem.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'You can set the bread down on the plates in front of you.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Yes, over there.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': ""See? that wasn't so hard right?"", 'intent': 'Casual_question'}","{'user': 'Human', 'text': ""The whites plates in from of you. That's correct."", 'intent': 'Yes-no_positive'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Ok, Let's head over to the TV then."", 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'Yes, lets get started Michael.', 'intent': 'Yes-no_positive'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Now is this the TV?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""No, that's the computer. Its not a TV."", 'intent': 'Yes-no_negative'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Now we need to turn on the tv.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': ""Yeah, that's the TV."", 'intent': 'Yes-no_positive'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'What should I do now that the TV is on?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': 'Ok, I will turn the TV on. ', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""You could sit down you know. You don't have to stand up with the couch behind you."", 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'That is a good idea, Michael. ', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""How's the show?"", 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Alright, thank you. ', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Let's head back to the kitchen. Go back to the TV to turn it off."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'It was very interesting and informative.', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'How do I turn off the TV?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': 'No problem.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Now that the TV is off, Let's head over to the kitchen."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, Michael.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Alright, let's get back to our kitchen chores. Are you ready?"", 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Ok, lets go Michael.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'I will proceed, human named Michael. ', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Please go ahead and grab the glass as it's dirty "", 'intent': 'Ask_know_next_step'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'But Michael, one is an integer.', 'intent': 'Display_confusion'}","{'user': 'Human', 'text': ""Yes, that's the one. "", 'intent': 'Inform_next_step'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'Yes Michael, I will walk to the table and pick up the glass.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Can you please go grab the GLASS on the dining table?', 'intent': 'Inform_action'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'I have picked up the glass. It appears to be contaminated with dust.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Yes Michael, I will walk to the table and pick up the glass.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Can you put the glass in the sink?', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': ""Yes, that's why we are going to wash it."", 'intent': 'Inform_action'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'The glass in in the sink. It is still contaminated with dust.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Yes, I will put the glass in the sink.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'The tap is right there,its where the water comes out of.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'What is a tap?', 'intent': 'Ask_about_object'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Its clean, do you know how to turn off the tap?', 'intent': 'Ask_know_action'}","{'user': 'Alien', 'text': 'I will pull the faucet lever to lure the water out.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Pick up the glass from the sink', 'intent': 'Inform_action'}","{'user': 'Human', 'text': ""Yup, that's right."", 'intent': 'Inform_other'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Do you mind putting back the glass?', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, I will pick up the glass from the sink.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'Do I situate the glass on the surface of the table?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': 'Ok, I will put back the glass.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'What would you like to drink?', 'intent': 'Ask_know_object'}","{'user': 'Alien', 'text': 'I will proceed to situate the glass on the surface of the table, human named Michael.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'What do Aliens drink anyway?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'I am very curious about the taste of H2O. ', 'intent': 'Inform_condition'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Open the oven, I already preheated it for you', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Yes, I am ready. Baking bread seems like an important human skill.', 'intent': 'Extend_greetings'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Get the bread from the toaster and put it in the oven', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay, great', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Alien', 'text': 'Removed the bread.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Understood', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Come back here', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'Great', 'intent': 'Yes-no_positive'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Put the bread in the oven', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay I am coming', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Close the oven door.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'The bread is in the oven now.', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'The timer has gone off, so open the oven door', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Sure', 'intent': 'Yes-no_positive'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Remove the bread and put it on a plate', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Sure', 'intent': 'Yes-no_positive'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Great job, now put it on the plate', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'okay', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Alien', 'text': 'I have placed the bread. Is this correct?', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'Thanks', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Go ahead and take it out of the pan', 'intent': 'Inform_action'}","{'user': 'Human', 'text': ""Actually, that's a pan and not a plate. The pan is more for cooking"", 'intent': 'Inform_object'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Go ahead and put it on a plate.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Understood', 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Alien', 'text': 'Plates are for serving, while pans are for cooking.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""I see. I'm moving the bread to a plate now."", 'intent': 'Inform_understanding'}"
1,using_oven_2,"{'user': 'Human', 'text': 'How does it feel to bake your first bread?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': ""Exactly! You're getting the hang of it."", 'intent': 'Inform_action'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""Ok, let's get started!"", 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'Yes, Michael. I will acquire the salmon.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""That's right! Go ahead."", 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'I understand. I will replace the bellpepper in my hand with the salmon.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Yes Michael, I will grab the salmon now.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Perfect, now grab the salmon.', 'intent': 'Inform_next_step'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Alright, now just pop the salmon into the microwave to cook it.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Yes Michael, I will grab the salmon now.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'I have placed the salmon into the microwave.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Okay Michael, I have opened the microwave.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Close the door, then press this button.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'How shall I proceed to irradiate it for the purposes of cooking?', 'intent': 'Ask_next_step'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'So I press this button with approximately 5 newtons of force, correct?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': 'Yes Michael, I will do that.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""Okay, we've waited for 2 minutes. It should be done. Now press the button again, Zara."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Okay Michael, I will proceed.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Do you know what to do next, Zara?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Okay, Michael.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'I have acquired the cooked salmon. It possesses a great amount of thermal energy.', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': ""That's right, go ahead."", 'intent': 'Ask_take_next_step'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Now I close the microwave, correct?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Yes, it is very hot, please be careful.', 'intent': 'Inform_other'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""Now, let's get the salmon on the dinner table."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, I have closed it.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'I have placed the salmon on the table. It is cooling down now.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Yes Michael, I will place the salmon on the table.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'You did great, Zara!', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'I have placed the salmon on the table. It is cooling down now.', 'intent': 'Inform_observation'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Is this the object for reading?', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'Noted', 'intent': 'Inform_understanding'}"
1,read_book_2,"{'user': 'Human', 'text': 'Put down the phone', 'intent': 'Inform_action'}","{'user': 'Human', 'text': ""That's a cellphone, Zara. The books are usually larger and have a cover with pages inside"", 'intent': 'Inform_object'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Ah, I found something that fits your description.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Understood', 'intent': 'Inform_understanding'}"
1,read_book_2,"{'user': 'Alien', 'text': ""I've chosen another book. They feel interesting to touch."", 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Yes, that’s a book. Feel free to pick another one too, for variety.', 'intent': 'Inform_action'}"
1,read_book_2,"{'user': 'Human', 'text': 'You should sit on the chair', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Books are treasures of knowledge and imagination.', 'intent': 'Casual_response'}"
1,read_book_2,"{'user': 'Human', 'text': 'Comfortable in the chair?', 'intent': 'Ask_okay'}","{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}"
1,read_book_2,"{'user': 'Alien', 'text': 'The first book has a lot of pages', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'I am comfortable.', 'intent': 'Yes-no_positive'}"
1,read_book_2,"{'user': 'Alien', 'text': 'The second book has a lot of pages ', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Yes, books usually have a lot of pages', 'intent': 'Yes-no_positive'}"
1,read_book_2,"{'user': 'Alien', 'text': ""No, I'll place these next to the TV and read later."", 'intent': 'Yes-no_negative'}","{'user': 'Human', 'text': 'Do you plan on reading them?', 'intent': 'Ask_know_next_step'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Shall we go to the kitchen now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Sounds good', 'intent': 'Yes-no_positive'}"
1,read_book_2,"{'user': 'Human', 'text': 'Feeling hungry?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': ""Sure, let's head to the kitchen. You can always come back to your books later"", 'intent': 'Inform_next_step'}"
1,using_computer_1,"{'user': 'Human', 'text': ""I want to teach you how to use a computer, it's really useful! Come with me."", 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Greetings Michael. I am feeling neutral at this present moment.', 'intent': 'Extend_greetings'}"
1,using_computer_1,"{'user': 'Human', 'text': ""So here's what you need to do, turn on the computer by pressing the power button."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Okay, Michael. Let us proceed.', 'intent': 'Inform_understanding'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Alright, go ahead.', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Yes Michael, I will activate the computational device.', 'intent': 'Inform_understanding'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Great job! Now get in that chair.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'I am amazed at the simplicity of activating this computational device.', 'intent': 'Casual_observation'}"
1,using_computer_1,"{'user': 'Alien', 'text': 'I am sitting down and ready to proceed, Michael.', 'intent': 'Inform_condition'}","{'user': 'Alien', 'text': 'Okay Michael, I will situate my corporeal self such that it is upon the chair.', 'intent': 'Inform_understanding'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Okay, now grab the mouse.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'I am sitting down and ready to proceed, Michael.', 'intent': 'Inform_condition'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Zara, perhaps you might want to reconsider. ', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'Hmm.', 'intent': 'Display_confusion'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Do you know how to proceed?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': ""That's exactly right!"", 'intent': 'Yes-no_positive'}"
1,using_computer_1,"{'user': 'Human', 'text': ""That's perfect! Now you can get up and turn off the computer. We can continue tomorrow."", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': '', 'intent': 'Inform_action'}"
1,using_computer_1,"{'user': 'Human', 'text': ""Okay, now do you know what's next?"", 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Yes Michael.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'The glass is on the table right there.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Sure!', 'intent': 'Casual_response'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'What am I supposed to do at the table? ', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'I will head to the table', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'I will walk back to the table now. ', 'intent': 'Inform_condition'}","{'user': 'Alien', 'text': 'Ok thanks, I understand now.', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'What do you want to drink?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Yes, I know which object the glass is. ', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'This is my first time washing a glass, what is the next step? ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'I will now bring the glass back to the sink. ', 'intent': 'Inform_condition'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Do you know what to do after putting the glass into the sink?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'First put the glass into the sink.', 'intent': 'Inform_next_step'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'When am I supposed to turn off the tap? ', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'You can do this by turning on the sink to fill the glass with water.', 'intent': 'Inform_action'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'It looks like the glass is full, should I turn off the sink?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'You would turn off the sink when the glass is filled up with water.', 'intent': 'Inform_action'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'What should I now do with the glass?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Yes, you will want to turn off the sink now.', 'intent': 'Inform_action'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Would you be okay with drinking wine?', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'Bring the glass back over to the table now that it is clean.', 'intent': 'Inform_next_step'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'What would you now like me to do with the glass? ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'That sounds great. ', 'intent': 'Casual_response'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'What kind of wine do you have avaliable? ', 'intent': 'Casual_question'}","{'user': 'Human', 'text': 'Set the glass down where you had originally picked it up from since you will be sitting at that spot.', 'intent': 'Inform_location'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'The glass is now clean, can we begin to drink? ', 'intent': 'Ask_get_started'}","{'user': 'Human', 'text': 'I only have white wine so that is what we will drink.', 'intent': 'Casual_response'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Why cant I find the books?', 'intent': 'Explain_confused'}","{'user': 'Alien', 'text': 'Heading there now! ', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Where exactly are the books you recommended? ', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'Oh I remember now, the bookshelf is on the other side of the room.', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Human', 'text': 'Nice now you just need to grab the last book up there.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Oh, I see one of them, I will take it down from the shelf. ', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Where is a good place to read the books? ', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'I see the other one, will bring it down now.', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Should I sit down while I read? ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'That sounds like a great spot, will take the books over there. ', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Which book should I start with? ', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'If that would make you more comfortable then yes.', 'intent': 'Yes-no_positive'}"
1,read_book_3,"{'user': 'Human', 'text': 'How was the first book?', 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Looks like an awesome read, I will start now.', 'intent': 'Inform_understanding'}"
1,read_book_3,"{'user': 'Alien', 'text': ""I'm done reading the books, where should I place them?"", 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'If you have the energy go for it!', 'intent': 'Inform_next_step'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Is it alright if I place the first book in front of the television?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'It was better than the first one, I prefer romance over action. ', 'intent': 'Casual_response'}"
1,read_book_3,"{'user': 'Alien', 'text': 'Is it fine to also place the second book in front of the television? ', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': ""Yes that's perfect thanks."", 'intent': 'Yes-no_positive'}"
1,read_book_3,"{'user': 'Human', 'text': 'Ok now that your done with the books do you want to go get something to eat?', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': ""Yup that's good too."", 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'What toy should we move? ', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'Lets clean out the bookshelf first, follow me.', 'intent': 'Inform_action'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Where should we put the toys? ', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'Sure, I will grab this one right here. ', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'This is the cabinet where we store the toys.', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'We need to put them in the cabinet in the other room, follow me.', 'intent': 'Inform_action'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Do you know what to do now?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'First open the cabinet up.', 'intent': 'Inform_action'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Now we need to go back and grab the other toy.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'I will put the toy on the top shelf.', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Should I grab the train next?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'Ok, I will go back to the bookshelf.', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Do you remember where the cabinet where the toy goes is?', 'intent': 'Ask_know_location'}","{'user': 'Human', 'text': ' Yup that is the last toy we need to put away.', 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Ok now just put it in right next to the other toy.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Following right behind you.', 'intent': 'Inform_condition'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'Should I close the cabinet doors? ', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': 'Understood, putting it down now. ', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Ok first pick up the salmon.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'We will need to microwave the salmon first.', 'intent': 'Inform_next_step'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""That doesn't look like the salmon, are you sure that is it?"", 'intent': 'Ask_sure_about_object'}","{'user': 'Alien', 'text': 'Understood, picking up the salmon now. ', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Good now pick up the salmon in order to put it in the microwave.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'I see, I will place this other object down.', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Now that you have the salmon, open up the microwave.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Grabbing the salmon now. ', 'intent': 'Inform_understanding'}"
